scene_id,im_id,obj_id,score,R,t,time
000000,000002,18,0.8584077,-0.657755798229539 -0.2253357856271106 0.7187356531360265 -0.7304035720576135 -0.04232417946799525 -0.6817031916982138 0.1840320423326924 -0.9733614758927042 -0.13674701238901554,128.40366328225457 -50.30271896514325 1735.9833420757031,23.23700523376465
000000,000002,18,0.6019265,-0.6957840763271845 -0.40087083726711925 -0.5959758890034749 0.6798188310684001 -0.6353394883122605 -0.3663203485269219 -0.23179998000424318 -0.6600351771171364 0.7145786304848499,111.68536680224952 74.94951994312942 1717.353061356467,23.23700523376465
000000,000002,18,0.58422464,0.5300202255507276 -0.013820330295795134 0.8478723636147534 -0.8479693504895703 -0.0025373816849386375 0.5300395054811673 -0.005173918256040247 -0.9999012506732788 -0.013064091030394964,-36.63327926608875 21.968688822685237 1785.196352423581,23.23700523376465
000000,000002,8,0.552863,-0.18478301002683098 0.080350680584176 0.9794892117751892 -0.3416910875513688 -0.9397277096263587 0.012628096828978424 0.921467683260034 -0.33234940176197225 0.20110086770522917,-63.27369710327798 51.66179908022332 1430.4419327299129,23.23700523376465
000000,000003,18,0.6761721,-0.6703200769044579 -0.04029542458165385 -0.7409772898477284 0.7331832022447711 0.11812418076871284 -0.669692968245125 0.11451287612253945 -0.9921809648317207 -0.04963703287483182,-11.740056413452493 161.30202619753925 1857.8291741678684,29.263737678527832
000000,000003,18,0.6531835,-0.4080205833403109 -0.15456023385433965 0.8997949065151094 -0.9035387101566527 0.20968167977786334 -0.37370038566118036 -0.13091134308810082 -0.9654764898586577 -0.22520554315698688,20.712452808160293 53.95896040407092 1822.8619119978873,29.263737678527832
000000,000003,18,0.50524265,0.7426918548094702 0.6012007300019906 0.2949008928745391 0.6491298344740468 -0.5382341583443458 -0.5375258920540863 -0.16443542181327053 0.5906452837743961 -0.7899995561766938,-358.41949450655966 -132.53919017083103 1824.5405082217126,29.263737678527832
000000,000003,18,0.6398773,0.2820855936391921 0.5463856228381306 -0.7886003496135434 0.837390544037796 0.26091359727752994 0.48031330541872946 0.46819281447512207 -0.7958560190724534 -0.38393823751024553,-177.0394448392691 45.292479096352565 1868.0186685306057,29.263737678527832
000000,000003,18,0.52873164,0.9601606922483924 -0.034587554193904885 -0.27729947464564497 0.2746168534671858 0.30051141685064947 0.9133885630124622 0.05173981322828698 -0.9531508776102405 0.2980375199044856,-266.73624414413035 15.28095775829016 1864.1975730127244,29.263737678527832
000000,000003,18,0.6504735,-0.6154148175755408 0.25657708869071466 0.7452737405125727 -0.6909626518661273 -0.6305746498738469 -0.353477548816492 0.3792567114467366 -0.7324914541029506 0.5653502189254945,-280.3229000405376 151.80322865608434 1828.5520865129104,29.263737678527832
000000,000003,18,0.6203498,0.1559141244236287 -0.4485895482333567 -0.880033113743389 0.9803194153656256 -0.038951963492095655 0.19353717680083493 -0.12109762782219423 -0.8928887175016446 0.4336876363776399,-389.42622758599214 89.11436566663829 2764.456771835912,29.263737678527832
000000,000003,8,0.63128364,-0.6197859237423357 0.6495016519000918 0.44046926657138824 -0.6322666775374712 -0.7457493674982503 0.20999314056719756 0.4648703669869702 -0.1483431510945638 0.8728629433122922,-320.8941376439948 -39.355022803251586 1973.8352270376813,29.263737678527832
000000,000004,18,0.84218407,-0.4595686446287239 -0.07543512521850249 -0.8849329535875684 0.8881333635249201 -0.034591653931735675 -0.4582820264164424 0.003959308023795842 -0.9965503879727072 0.08289366201677602,132.75970859350264 108.3400877622289 1822.3596427413952,29.75446057319641
000000,000004,18,0.5473293,0.9388191177556209 -0.22259917140435168 0.26280927901752843 -0.21742384589353486 0.2087422369289511 0.953495705408803 -0.2671067093321446 -0.9523005939141849 0.14757267165328156,-161.8699364570133 68.83298819048696 1857.990986389128,29.75446057319641
000000,000004,18,0.53583956,0.5550802155654079 0.7634059637697508 -0.3302984873470513 0.44974339513726486 -0.6094905769721574 -0.6528797475790726 -0.6997261662509932 0.21385090841370033 -0.6816532177360834,-255.5735428862872 -36.74781890128497 1556.5489650310299,29.75446057319641
000000,000004,18,0.61726207,0.6347156343054878 0.46920489438893365 -0.6139889063911762 0.6826721095685729 0.031816753388017496 0.7300315321322899 0.3620696925422065 -0.8825158910804052 -0.30011881549301084,-64.23535390838325 55.170428257213075 1847.4542565465138,29.75446057319641
000000,000004,18,0.56777817,-0.03447396280239783 -0.1892473748913346 -0.9813239950714799 0.9699948300411215 0.2301188739034849 -0.07845415723973431 0.24066842732046462 -0.9545842773410665 0.1756358418221023,101.31339239648447 -44.29376201250864 1779.8632099130675,29.75446057319641
000000,000005,18,0.75378245,0.13354090923162232 0.474234626631604 -0.8702117714641762 0.979304980954036 0.07160112022488818 0.1893022815679513 0.15208165712887167 -0.8774820489823446 -0.45485851167852426,-177.43072851085816 -29.3952017681616 1830.9346276948515,26.499932289123535
000000,000005,18,0.63331735,0.6852528243280052 0.5615497950054209 0.4637789763462109 -0.35647922388003594 -0.29668657011309957 0.8859457462699231 0.6350996364137019 -0.7724240715470719 -0.0031242920458145564,-341.4579714334204 -6.824193646584263 1807.8487024334052,26.499932289123535
000000,000005,18,0.5261559,0.8567375990965814 0.1700703951388455 0.48690476613650985 0.4813981622452756 0.07509642037610825 -0.8732788681966691 -0.18508366201757853 0.9825664223939644 -0.01753366226007914,-55.270332142006396 -56.09131243855319 1804.5301049978864,26.499932289123535
000000,000005,18,0.6971554,0.0422273919204554 -0.23309028298354637 -0.9715378472422996 0.7221338333348134 -0.6648895216134721 0.19090667431231345 -0.6904635157996036 -0.7096415599115506 0.14024584097622392,124.59063083811702 -40.64234563096072 1805.5780991485037,26.499932289123535
000000,000005,18,0.5602765,-0.9376448250014228 -0.16774016875594738 0.30444279658467416 -0.2917039048620783 -0.09657450142268938 -0.951620951874395 0.18902641272327889 -0.9810895343284008 0.04162205186451756,41.31146313127806 -189.20307853202814 1798.104789536074,26.499932289123535
000000,000005,18,0.70455146,0.08677194983251227 -0.523174575610537 -0.8477965320267088 0.2598725835624586 -0.8096554993098934 0.5262358735556151 -0.9617363077084154 -0.2659817127424396 0.06570310952668827,-105.694014169669 104.25011287410469 1756.2932787928016,26.499932289123535
000000,000006,18,0.5232144,0.3651115682272038 0.429034967886612 -0.8262095190932383 0.8887431360157513 0.10360128536991153 0.4465441100518919 0.2771794644034793 -0.8973269510603745 -0.3434760923250517,-158.80255240743216 -121.25248726970398 1990.036864630882,29.100860595703125
000000,000006,18,0.5388356,-0.9779082889831879 -0.19169826784975258 0.083349433178383 -0.0933697243608752 0.04383010408630443 -0.9946660966406148 0.18702260282371605 -0.9804747401181113 -0.06076060705206831,-232.57098195507996 -194.5195301926138 1981.504729116173,29.100860595703125
000000,000006,18,0.66736925,-0.8116305101313057 -0.5699175980817045 0.12825635150434897 -0.4455754164380553 0.4619809698861666 -0.7668351477537816 0.3777807233244015 -0.679534711811252 -0.6288992045162123,-510.49957504383883 63.98230081467877 2055.6951608370814,29.100860595703125
000000,000006,18,0.5671947,0.11740681640873113 -0.71738960985552 -0.6867078747584526 0.32008785206328433 -0.6272500893562653 0.7100004352368342 -0.9400846877118156 -0.3031659395441974 0.15598450856348672,-309.3144750329751 136.0052042947381 1973.7541564867001,29.100860595703125
000000,000007,18,0.53780836,0.9319707581731981 0.2030449816918802 0.30033815750376663 0.30822651705527737 -0.0076423088441230375 -0.9512823430180575 -0.19085778698645853 0.9791395753147357 -0.06970625513861665,-61.97707241447827 94.59217258109072 1980.5908937816139,27.353501319885254
000000,000007,18,0.7095758,0.14217948216265064 -0.08263832042700171 0.9863850178176762 -0.7614130806516188 -0.6458747055823597 0.055640888104544255 0.6324831636252499 -0.758957683233802 -0.15475205577138273,-145.97374734218505 268.7463290737565 1965.9493591297621,27.353501319885254
000000,000007,18,0.64322615,-0.9344571583835862 -0.07991015045599578 0.3469932987821342 -0.35170827356027273 0.05497484973850949 -0.9344941049092867 0.055599608481750995 -0.995285054708442 -0.07947680844618829,-12.530800871954796 -14.985456624815242 1968.9754547934745,27.353501319885254
000000,000007,18,0.53179467,0.9626879627232721 0.1616538706077233 0.217023960353845 0.23280618156270436 -0.08588507793334825 -0.9687232920644212 -0.13795877968157952 0.9831031398401316 -0.12031445306454627,-27.20140865552594 -173.30816450049062 1959.12105306299,27.353501319885254
000000,000007,18,0.5714387,0.9904575640721787 -0.12147719024487974 0.06509583201567441 -0.057246961831840984 0.06702260228565118 0.9961079736175837 -0.12536727554167704 -0.9903288242910406 0.05942885347467658,-172.72229575323445 -143.96683696611078 1982.186854526338,27.353501319885254
000000,000007,18,0.5502808,0.4623887365653779 0.8814566453057151 -0.09607708489586152 0.03249950786300597 -0.12513168474304998 -0.9916078692063764 -0.8860812881507499 0.45538579504962384 -0.08650644196490871,53.26653461089211 107.32926008841937 1919.3254655523874,27.353501319885254
000000,000008,18,0.53965175,0.9219810409494429 0.3312170482941535 0.20061428595547975 0.2567845762064447 -0.13516387597428703 -0.9569705891250817 -0.28984920380187795 0.9338233087479343 -0.20967003438558113,-154.18771467531724 95.92950248748357 1860.898812208592,31.588558435440063
000000,000008,18,0.7797131,0.046869730674337036 -0.3921312767182684 0.918714646275279 -0.9756575811676135 0.1792817879174226 0.1262969821053602 -0.21423391739162262 -0.9022699588203787 -0.3741828837861061,-233.05209888169196 272.42960865019074 1922.1656245988388,31.588558435440063
000000,000008,18,0.82469016,-0.43964931801578466 -0.3031937191099304 -0.8454476243927558 0.8479424124553259 0.1702544588887396 -0.5020031835914412 0.29614532424242485 -0.9375963883625006 0.18223854939221779,-240.89144529686047 -158.95499419985498 1847.472796983384,31.588558435440063
000000,000008,18,0.74807394,0.7512283101775129 -0.3361924880978731 0.5680059467660903 -0.5466183102536876 0.16545766107941778 0.8208729193131926 -0.36995225152958955 -0.9271452517682076 -0.05947252556736273,-151.76915871957064 0.39460364575603535 1843.818842476823,31.588558435440063
000000,000009,18,0.6143369,0.6102177768507379 -0.6262894365153335 -0.4851759951017022 0.37496672161095296 -0.3111552454257322 0.8732597876758242 -0.6978784148789781 -0.714803468905486 0.0449651166056528,-249.23358959779694 63.28128037865517 1938.9385394809465,30.374365091323853
000000,000009,18,0.7002032,0.731028341687311 -0.48018052368316005 -0.48479291315867407 0.47375276520596477 -0.15414797761726254 0.8670621580497163 -0.49107625685617834 -0.8635189225692501 0.11480012954948379,-188.44116586156326 -215.0211224076415 1913.7219405053665,30.374365091323853
000000,000009,18,0.55398625,0.7639857019732219 0.24938388765941613 -0.5950911699527855 0.645206615437667 -0.30367962106199636 0.7010616472846433 -0.00588354645614477 -0.919557746522652 -0.3929108765834767,-431.23178609146873 198.32527444910224 1934.5883924098418,30.374365091323853
000000,000009,18,0.7666674,-0.8588912782886431 -0.09367667728068373 0.503518329680923 -0.5063383923991532 0.007522972028710469 -0.8623019219706918 0.07698961215262896 -0.9955742089966196 -0.053893588023730565,-220.8186627015732 -62.37565215216128 1905.965700157787,30.374365091323853
000000,000009,18,0.67699486,-0.7802883756099664 -0.1252223265305799 -0.6127557142649322 0.6190999583060393 -0.015720234813808 -0.7851546566666111 0.08868624949080794 -0.9920041879326905 0.08979147035493486,-331.0014310798596 -219.99505781785012 1921.703705816445,30.374365091323853
000000,000009,18,0.6247143,0.3811096088568617 0.9204043634036566 0.08724322711454435 0.012596647284147808 0.08918673538282995 -0.9959353034244488 -0.9244442956358869 0.38065934248582006 0.022395943717145848,-185.00378226674422 74.5531798785293 1838.1066436959195,30.374365091323853
000000,000010,18,0.47449484,0.8353368328044369 0.35333319416321474 -0.42115046379367005 0.5437384839721809 -0.41816110332064604 0.7276605278542787 0.08099800111755043 -0.8368374430324488 -0.5414263506350412,-375.4653923379832 1.715415627067614 1838.50087199005,29.613452672958374
000000,000010,18,0.8861233,0.1846510379182897 0.03864744088217407 0.9820437137020496 -0.7384565049925746 -0.6539062229934822 0.16458380719107435 0.6485251557026256 -0.755587671320291 -0.09220488657225337,-476.66776830130084 145.6441160593834 1815.5205764057778,29.613452672958374
000000,000010,18,0.48184872,0.8557597976370293 0.22422601500731493 0.4662593097795678 0.4866616109459385 -0.04298985034336926 -0.8725320885433842 -0.17560015950752828 0.9735882840086006 -0.14591114158303323,-242.57237640258222 -253.6565434390405 1795.1114585274652,29.613452672958374
000000,000010,18,0.7859068,-0.8257702708899839 -0.19958222528513112 0.5275134053300538 -0.5455705756286425 0.04547960336525228 -0.8368300055149324 0.14302532150891636 -0.978825094933563 -0.14644189396204493,-273.72235907934464 -101.67042816777087 1808.721194212349,29.613452672958374
000000,000010,18,0.7785861,-0.7640778807754913 -0.22084767359732543 -0.6061447027671607 0.6169574539133473 0.02445187247276734 -0.7866168608007046 0.1885438665066825 -0.9750018506324208 0.11757041596487486,-364.2609796510746 -264.0155095330216 1823.2586420349414,29.613452672958374
000000,000011,18,0.8346459,0.9934031685693718 0.11238038225309609 0.02281808243118685 0.025518107430575438 -0.02264635705371501 -0.9994179051624664 -0.11179815377882849 0.9934071848773691 -0.025364682562503654,-36.66052751375253 80.34392151780617 1874.4682601153495,26.136235237121582
000000,000011,18,0.62549454,-0.1845389604697489 0.6449304044136204 -0.7416269596837356 0.9563108183455172 -0.05626431305227822 -0.2868869618268768 -0.22674934984418443 -0.7621674537565535 -0.6063710195028184,-187.59421425357527 -148.793827161653 1847.49643030896,26.136235237121582
000000,000011,18,0.6250968,0.9802618431941377 0.19623022835395018 0.024100284831642036 0.03750258993667824 -0.0648719239988743 -0.9971888810575691 -0.1941151219363085 0.978409560202011 -0.07095075478638313,-59.04141703365238 -192.14123786087345 1872.4064485669883,26.136235237121582
000000,000011,18,0.8307786,0.6246235472877605 -0.07239861678376194 0.7775628655773956 -0.7790306892916646 0.011560797109988608 0.6268790151720739 -0.05437442165691653 -0.9973088099320065 -0.049179613185498704,-57.85448656108437 -19.69151185910988 1874.118439139163,26.136235237121582
000000,000011,18,0.7428204,0.031531099302743955 -0.12773900293483204 0.9913066081286662 -0.7206759605909362 -0.6901229069037217 -0.06600583470376065 0.6925548962649062 -0.7123294285751217 -0.11381865231916226,-87.36801036948452 260.5129960399255 1847.0500067714365,26.136235237121582
000000,000011,18,0.62855446,-0.3401836984958514 -0.8951841204635954 0.2879594899213354 -0.776237232571439 0.09447401503236377 -0.6233225069607574 0.5307834256535319 -0.4355689406934495 -0.7270136015497541,90.26219346992909 75.7048289109606 1800.9794249785539,26.136235237121582
000000,000012,18,0.803577,0.9928654955261925 0.1002860313577676 -0.06450195367167029 -0.058074156558029506 -0.06574579744639475 -0.9961449837002623 -0.10414015381913516 0.9927840063187909 -0.05945288205060625,-37.96084027400798 83.90875327233665 1849.8354241924262,30.754333972930908
000000,000012,18,0.55543166,-0.13424273944419493 -0.1906640562149573 -0.9724330779362469 0.9875169465940515 -0.10733346994015158 -0.11528035891348935 -0.0823948698415617 -0.9757698003565515 0.20269270108758447,-243.78296125214342 -129.87637651804937 1920.0287586645934,30.754333972930908
000000,000012,18,0.79761523,0.9920274191460112 0.07211714700239467 -0.10334881923819948 -0.08872443790561443 -0.18272044154106676 -0.9791534456796332 -0.08949773977183892 0.9805161720232689 -0.17486518694707354,-90.20332160032729 -182.2998983489105 1824.0047648322336,30.754333972930908
000000,000012,18,0.7500113,-0.9937798599598184 -0.09423857132265419 0.05933591962028661 -0.06660179121482236 0.07592496223549708 -0.9948870585633601 0.08925156805045782 -0.9926503267716908 -0.08172901148345564,-45.71720931689583 -28.520447317816448 1836.756568272252,30.754333972930908
000000,000012,18,0.5132228,-0.025603108422708583 -0.2847746361791053 0.9582527009913171 -0.7365158888852318 -0.642768373830463 -0.21069735100019368 0.6759359158595648 -0.7111626243285253 -0.19328409098423707,-65.99572441384157 273.7763858304383 1823.6633595021733,30.754333972930908
000000,000012,8,0.5678246,0.21415616751230285 0.37071636701322314 0.9037182652563894 0.9725642626818873 0.005135469921748938 -0.23257741307134447 -0.09086150857209023 0.9287318335332154 -0.3594457780144593,-88.11861184638622 58.89011061124512 1101.8901254899208,30.754333972930908
000000,000013,18,0.4877615,0.9529038102520648 0.20504333921141338 0.22345235979998995 0.23476063841428402 -0.03226874420632074 -0.9715171359455473 -0.19199254421866097 0.9782208293860564 -0.07888523193725681,-261.8810870402504 72.84341612326438 2003.566275248449,24.558396816253662
000000,000013,18,0.6484992,0.8093733790111305 -0.19620385792201278 0.5535506285582408 -0.556384280991516 0.04558334540987825 0.8296736558417562 -0.18801784525595405 -0.9795029617496657 -0.07227080156390293,-263.3703065432178 -30.865011257395963 2001.9223495138872,24.558396816253662
000000,000013,18,0.57313377,-0.5105203059895929 -0.2178237301697234 -0.8318185863279729 0.8433392488797321 0.061911323270938984 -0.5338033736329403 0.16777407417694623 -0.9740225472216416 0.15209231246698504,-356.85568573142746 -174.39025795686177 2016.43150214961,24.558396816253662
000000,000013,18,0.74953896,0.07685501515763091 -0.2396685966172836 0.9678081079701342 -0.7732341988512873 -0.6271296902902526 -0.0938990473717294 0.6294457471448421 -0.7411257814245266 -0.2335181425805953,-336.40345228958574 252.4640233822135 1995.3084004774082,24.558396816253662
000000,000013,18,0.8068364,0.4853382436751242 0.8565806355645742 -0.17526072241367882 -0.04243100616256034 -0.17714062066636369 -0.9832705381578698 -0.8732964734528396 0.48465513392026693 -0.049627521469294375,-154.60703448607376 75.77405565243025 1935.002488113073,24.558396816253662
000000,000014,18,0.6533221,-0.3461608010894794 -0.15921317214238248 -0.9245671988641813 0.8613025080438662 0.3367559492164284 -0.3804646760535347 0.37192843605618486 -0.9280337213848092 0.020559120798632355,-310.5392988806607 -94.77217689630612 1818.4993637611783,35.29703712463379
000000,000014,18,0.7502739,0.9847563603885874 0.16965680682534873 0.038364643199915664 0.08552655379109468 -0.28022236598210265 -0.9561179482752795 -0.151461171280198 0.9448237801393006 -0.2904609509466383,-158.25155524917693 115.1950750784355 1858.4662755485633,35.29703712463379
000000,000014,18,0.5746093,0.7579948562745913 0.5124946988015642 -0.4034760754491258 0.45491471971417197 -0.8586780257076163 -0.23606100945071098 -0.4674360740678637 -0.004613975018448234 -0.8840149784210021,-128.50546315603015 -81.64435657851595 1038.162018130708,35.29703712463379
000000,000014,18,0.8046219,0.5201822309237999 -0.11818694174973889 0.8458378947012504 -0.8002299420710894 0.27858142170067285 0.5310592782747786 -0.2983990006079909 -0.9531129216157375 0.05033638731713384,-184.82901047846593 25.240349716020944 1831.242940455146,35.29703712463379
000000,000015,18,0.5430938,-0.4331342678277159 -0.015552198176654786 -0.9011953706577684 0.8893359335064823 0.15519474687314125 -0.4301126250766706 0.14654995131434437 -0.9877615814089258 -0.0533890462758535,-71.25627300611708 71.24861956069998 1859.504019520528,33.350707054138184
000000,000015,18,0.5376601,-0.257508197202592 0.0004684199724662313 -0.9662760406316085 0.9534828488093047 0.1623089343555012 -0.2540201480517714 0.15671635102352327 -0.9867398401409763 -0.04224253767642783,-264.41236607190854 -108.63704264384079 1823.5496319207768,33.350707054138184
000000,000015,18,0.7350846,0.33437211103823583 0.05439212119562153 0.9408700706424102 -0.9370007650710619 0.1263014596852143 0.3256956510370948 -0.10111797646350691 -0.9904995929868188 0.09319717980954577,-127.95053326660073 -4.65992556148467 1845.7518015017731,33.350707054138184
000000,000015,18,0.8088255,0.9960761480340602 -0.07676621688735089 -0.04403215217243706 -0.05948230848915826 -0.21234207555010182 -0.9753834769857881 0.06552656464757231 0.9741755015999457 -0.2160752336326964,-160.12952840363036 -176.60358149389168 1815.962151845475,33.350707054138184
000000,000015,18,0.5785519,-0.6021510602223158 -0.7616266828891415 0.23945582115577327 -0.7426121533256327 0.42417372633797934 -0.5182697246089399 0.2931576379329175 -0.4898994613500447 -0.8210099869993324,44.74009565700064 78.25835247382315 1793.6474885419152,33.350707054138184
000000,000016,18,0.8428274,0.9886936949312793 0.08479247238288422 -0.12367306284585021 -0.10981229614904094 -0.15219379150505774 -0.9822311649517437 -0.10210801917805978 0.9847066998992121 -0.1411616965629263,-212.83343959293484 78.07404566081293 1904.145672975912,29.7994966506958
000000,000016,18,0.7803024,0.8940348013372 -0.43669992260116175 0.09997328844760259 -0.04586904986332805 -0.31121216215521774 -0.9492329205991649 0.44564264964962874 0.8440617265778196 -0.29826542605265344,-285.0753479164141 -191.0255548613249 1836.0800618794856,29.7994966506958
000000,000016,18,0.5678047,-0.2970979369898759 -0.09219114289640075 -0.9503860711652503 0.9412671832923215 0.13898968464561978 -0.30772974300435635 0.16046378103817352 -0.9859933082351019 0.04548303293753677,-385.8431775186978 -126.96396780848113 1876.8176213105007,29.7994966506958
000000,000016,18,0.76297003,0.43785986958256407 0.019812472617818724 0.8988250877667633 -0.8920440120379977 0.1340816008395858 0.43160091331428846 -0.111964870253753 -0.9907722237956738 0.07638258313531747,-243.1494348501928 -21.469379312893636 1890.5873423201308,29.7994966506958
000000,000016,18,0.7304452,-0.6931774361130486 -0.6805846891782547 0.23729674808640394 -0.7191884488574104 0.6313211272858654 -0.29017520362534693 0.047678306752654796 -0.3718038752414338 -0.9270860666657433,-68.33421562551436 65.40428904465341 1835.2486838213954,29.7994966506958
000000,000016,18,0.61466587,-0.911577980222198 0.18720626936254192 0.36603169498691035 -0.12307878889572246 -0.9737449355849396 0.19150034624663248 0.3922715930563314 0.12951688022340094 0.9106855900857233,-11.934050868864517 42.694136928596436 371.3378569784502,29.7994966506958
000000,000016,18,0.574391,0.31519737608116005 0.945984716044163 0.07591910131753964 0.896928489721122 -0.2707988737671317 -0.3495536481483347 -0.31011359878968886 0.17827232233519552 -0.9338356264343107,-229.49862849332817 -88.89553905549133 1151.6149785005257,29.7994966506958
000000,000017,18,0.5012919,0.010985641287537191 -0.3061223012088739 0.9519287876472159 -0.6603602326257978 -0.7170805488919777 -0.22297883495576112 0.7508681813822982 -0.6261666817054241 -0.2100285072490786,-338.06582977356084 223.34396246806472 1969.9536921433578,18.2698016166687
000000,000017,18,0.49059665,0.9841803122893323 0.17498010503727704 -0.027775736913147435 -0.025963912949223945 -0.012635886326728485 -0.9995831031859146 -0.1752581429520614 0.9844909528830056 -0.007892579524629751,-318.8819595254738 40.28505892296374 2014.434146822775,18.2698016166687
000000,000017,18,0.55465364,-0.9893930788438557 -0.14521513745805925 0.003754460729229789 -0.0029920224105600803 -0.005468675117300636 -0.9999806807540332 0.1452328607747302 -0.9893850346665596 0.004976247601614596,-315.56201566311677 -76.80898626454223 2014.1026829036737,18.2698016166687
000000,000017,18,0.6444714,0.985282644652052 0.1446632803312381 -0.09105579733668899 -0.08236478379442544 -0.06498393284210408 -0.9944815618111517 -0.14978219565691164 0.9873447941910387 -0.05211233754608372,-370.9949566244819 -227.620065691746 2016.6583873936756,18.2698016166687
000000,000017,18,0.5162905,-0.35482430038700663 -0.19902847737430984 -0.9135027508954721 0.931112938790024 0.013008622920220063 -0.36449861828497887 0.08442908310469018 -0.979907429219209 0.18070223189096546,-474.9550304325598 -174.5388381958005 2041.6862163300218,18.2698016166687
000000,000017,18,0.5340792,-0.4795683681328912 -0.8510345143360962 0.213903348447829 -0.7320220413888422 0.2535693321677353 -0.6323341715630305 0.4838986404629501 -0.4598295236916502 -0.7445798352902603,-194.38121187132106 14.383669284486555 1912.2536011787429,18.2698016166687
000000,000017,8,0.5031779,-0.9359854599456885 -0.10994145431012846 -0.334431658035437 0.343732236070899 -0.49056575536579167 -0.8007454946820048 -0.07602568407460737 -0.8644407121964761 0.496952860671845,-113.82622988228931 6.768678498359691 737.9388900128888,18.2698016166687
000000,000018,18,0.631652,-0.8336903375091417 -0.00854245478002349 0.5521662687507483 -0.5502071062622532 0.09840390934753691 -0.8292098811979298 -0.04725188373753267 -0.995109879670885 -0.0867385318932189,-4.366812202249662 76.1993246256821 1876.3901351136305,19.258915901184082
