scene_id,im_id,obj_id,score,R,t,time
000000,000003,obj_000018,0.4999070131855821,0.710236 -1.985333 -0.478977 -0.284892 0.405844 -2.104645 2.022326 0.754417 -0.128273,-633.351154 9.104984 -104.471254,3.143479824066162
000000,000003,obj_000018,0.7728240803645701,5.011624 4.133150 0.030641 -0.980071 1.235098 -6.301924 -4.015387 4.857144 1.576410,437.426216 8.415539 -637.660606,3.143479824066162
000000,000003,obj_000008,0.6456483541614244,17.793762 -1.080733 6.332757 4.805824 14.614703 -11.009282 -4.263314 11.963789 14.020759,184.273217 -151.568660 933.887095,3.143479824066162
000000,000004,obj_000018,0.537580190923644,0.334927 -2.061853 -0.535888 -0.336994 0.484363 -2.074227 2.103533 0.405888 -0.246974,-672.929308 3.267997 -46.819971,2.9387173652648926
000000,000004,obj_000018,0.6511841944580907,2.309672 -4.148980 -4.197394 -1.823638 3.785089 -4.744911 5.613065 2.936972 0.185568,453.824144 -7.986322 -637.893045,2.9387173652648926
000000,000004,obj_000018,0.5439033302200885,-2.381686 -0.324059 0.349553 -0.413088 0.514548 -2.337569 0.237822 -2.351565 -0.559656,-584.438257 16.227321 73.640503,2.9387173652648926
000000,000004,obj_000018,0.7844758003141,4.661046 3.050558 -4.822382 -4.843411 5.407242 -1.260841 3.017058 3.967675 5.426006,410.476932 -0.573166 -620.259580,2.9387173652648926
000000,000004,obj_000018,0.6688723779317969,-6.107687 1.711747 1.712025 -1.235897 1.790517 -6.199319 -2.081746 -6.085139 -1.342522,434.811614 9.673678 -630.781505,2.9387173652648926
000000,000005,obj_000018,0.7328978965615568,6.304243 -3.053538 -0.635625 -1.106192 -0.848750 -6.894023 2.916239 6.279102 -1.240975,-377.966284 6.822900 -1.237301,2.945482015609741
000000,000005,obj_000018,0.6914723224896463,-2.165048 -5.961775 2.679528 0.017097 -2.827855 -6.277978 6.536233 -1.967369 0.903983,437.794759 0.430890 -631.836421,2.945482015609741
000000,000005,obj_000018,0.6657416129800757,1.031024 6.723334 -0.723802 1.446787 0.495890 6.667160 6.605598 -1.158012 -1.347298,428.148751 9.093155 -634.136865,2.945482015609741
000000,000005,obj_000018,0.7575657480351579,-5.893320 -2.790924 3.521267 3.809651 -0.024498 6.356552 -2.382255 6.865125 1.454207,427.879059 7.584760 -626.689535,2.945482015609741
000000,000005,obj_000018,0.4705489613200744,0.025441 1.169945 -0.170679 -0.178682 -0.164953 -1.157330 -1.168750 0.050686 0.173221,25.546022 3.443733 -122.736018,2.945482015609741
